lei_number,url,Legal Name,Language Code,Other Entity Names,Legal Address (English),Headquarters Address (English),Legal Jurisdiction Country,Legal Jurisdiction Region,Registration Authority,Registration Authority ID,Registration Authority Entity ID,Entity Legal Form Code,Entity Category,Entity Status,Entity Creation Date
549300Z4E78BSM0XM758,https://lei.bloomberg.com/leis/view/549300Z4E78BSM0XM758,TEXAS BAY,en,"Other Entity Name 1
Name
Texas Bay Credit Union
Type
PREVIOUS_LEGAL_NAME","12611 Fuqua St
Houston, Texas (US-TX), 77034
UNITED STATES","12611 Fuqua Street
Houston, Texas (US-TX), 77034
UNITED STATES",UNITED STATES (US),Texas (US-TX),,National Credit Union Administration (RA000745),67465,"Other (8888)
Other Legal Form
COMPANY",GENERAL,ACTIVE,
54930068H3KVFOUG0285,https://lei.bloomberg.com/leis/view/54930068H3KVFOUG0285,OKLAHOMA CENTRAL Credit Union,en,,"4956 S Peoria Ave
Tulsa, Oklahoma (US-OK), 74105
UNITED STATES","4956 South Peoria Avenue
Tulsa, Oklahoma (US-OK), 74105
UNITED STATES",UNITED STATES (US),,,National Credit Union Administration (RA000745),62322,Credit Union (14OD),GENERAL,ACTIVE,"1941-09-15 00:00:00
Website
https://www.oklahomacentral.org/"
5493000WAJ1FMTFL5D75,https://lei.bloomberg.com/leis/view/5493000WAJ1FMTFL5D75,HomePromise Corporation,en,,"C/O INCORP SERVICES, INC.
7288 Hanover Green Dr
Mechanicsville, Virginia (US-VA), 23111
UNITED STATES","60 S WASHINGTON ST
STE 106
GREENCASTLE, Pennsylvania (US-PA), 17225
UNITED STATES",UNITED STATES (US),Virginia (US-VA),,(US-VA): State Corporation Commission (RA000639),5833603,Stock Corporation (HOV4),GENERAL,ACTIVE,2002-09-06 00:00:00
25490007ROE3S0978636,https://lei.bloomberg.com/leis/view/25490007ROE3S0978636,Monterey Credit Union,en,,"501 E FRANKLIN ST
MONTEREY, California (US-CA), 93940
UNITED STATES","501 E FRANKLIN ST
MONTEREY, California (US-CA), 93940
UNITED STATES",UNITED STATES (US),,,Federal Financial Institutions Examination Council (RA000748),940188,Credit Union (14OD),GENERAL,ACTIVE,"1999-09-01 00:00:00
Website
www.montereycu.com"
5493002R8QX1FQSB8Z06,https://lei.bloomberg.com/leis/view/5493002R8QX1FQSB8Z06,FIRST U.S. COMMUNITY CREDIT UNION,en,,"580 University Ave
Sacramento, California (US-CA), 95825
UNITED STATES","580 University Avenue
Sacramento, California (US-CA), 95825
UNITED STATES",UNITED STATES (US),,,National Credit Union Administration (RA000745),68474,Credit Union (14OD),GENERAL,ACTIVE,1936-03-25 00:00:00
254900MHHOS58M9D0445,https://lei.bloomberg.com/leis/view/254900MHHOS58M9D0445,OPERATING ENGINEERS LOCAL UNION #3 FEDERAL CREDIT UNION,"en
Legal Name (English)
OPERATING ENGINEERS LOCAL UNION HASH 3 FEDERAL CREDIT UNION",,"250 N Canyons Pkwy
Livermore, California (US-CA), 94551
UNITED STATES","250 N Canyons Pkwy
Livermore, California (US-CA), 94551
UNITED STATES",UNITED STATES (US),,,National Credit Union Administration (RA000745),24235,Credit Union (14OD),GENERAL,ACTIVE,1986-02-06 00:00:00
549300GSYIBSO9N4PB10,https://lei.bloomberg.com/leis/view/549300GSYIBSO9N4PB10,CONSUMERS CREDIT UNION,en,"Other Entity Name 1
Name
CONSUMERS
Type
PREVIOUS_LEGAL_NAME","7200 Elm Valley Dr
Kalamazoo, Michigan (US-MI), 49009
UNITED STATES","7200 Elm Valley Dr
Kalamazoo, Michigan (US-MI), 49009
UNITED STATES",UNITED STATES (US),,,National Credit Union Administration (RA000745),62172,Credit Union (14OD),GENERAL,ACTIVE,1964-01-01 00:00:00
5493005XMSZYL5SAEF41,https://lei.bloomberg.com/leis/view/5493005XMSZYL5SAEF41,CrossFirst Bank,en,"Other Entity Name 1
Name
CrossPoint Bank
Type
PREVIOUS_LEGAL_NAME","11440 Tomahawk Creek Parkway
Leawood, Kansas (US-KS), 66211
UNITED STATES","4707 West 135th Street
Leawood, Kansas (US-KS), 66224
UNITED STATES",UNITED STATES (US),Kansas (US-KS),,Federal Deposit Insurance Corporation (RA000744),58648,Commercial Bank (X4TB),GENERAL,ACTIVE,2007-10-01 00:00:00
549300HWDY3N8UVJO697,https://lei.bloomberg.com/leis/view/549300HWDY3N8UVJO697,"Sunrise Banks, National Association",en,"Other Entity Name 1
Name
University National Bank
Type
PREVIOUS_LEGAL_NAME","200 University Ave W
Saint Paul, Minnesota (US-MN), 55103
UNITED STATES","200 UNIVERSITY AVENUE WEST
SAINT PAUL, Minnesota (US-MN), 55103
UNITED STATES",UNITED STATES (US),,,Federal Deposit Insurance Corporation (RA000744),18561,National Bank (62VJ),GENERAL,ACTIVE,"1962-07-17 00:00:00
Legal Entity Events
Legal Entity Event 1
Event Type
CHANGE_LEGAL_ADDRESS
Effective Date
2024-03-18 00:00:00
Recorded Date
2024-03-21 20:38:16
Validation Documents
OTHER_OFFICIAL_DOCUMENTS
Event Status
COMPLETED
Legal Entity Event 2
Event Type
CHANGE_HQ_ADDRESS
Effective Date
2024-03-18 00:00:00
Recorded Date
2024-03-21 20:38:16
Validation Documents
OTHER_OFFICIAL_DOCUMENTS
Event Status
COMPLETED"
54930038YN5XV3SDVZ83,https://lei.bloomberg.com/leis/view/54930038YN5XV3SDVZ83,BankIowa of Cedar Rapids,"en
Legal Address
7045 C Avenue Northeast
Cedar Rapids, Iowa (US-IA), 52402
UNITED STATES
Headquarters Address
230 1st Street East
Independence, Iowa (US-IA), 50644
UNITED STATES",,,,UNITED STATES (US),Iowa (US-IA),,Federal Deposit Insurance Corporation (RA000744),17282,Savings Bank (GDH0),GENERAL,ACTIVE,1880-12-30 23:00:00
2549006MX2M0D119SZ27,https://lei.bloomberg.com/leis/view/2549006MX2M0D119SZ27,Dover Federal Credit Union,en,,"1075 Silver Lake Blvd
Dover, Delaware (US-DE), 19904
UNITED STATES","1075 Silver Lake Blvd
Dover, Delaware (US-DE), 19904
UNITED STATES",UNITED STATES (US),,,National Credit Union Administration (RA000745),12443,Credit Union (14OD),GENERAL,ACTIVE,"1958-06-19 00:00:00
Website
https://www.doverfcu.com/"
549300W2LKZKSX67ZU02,https://lei.bloomberg.com/leis/view/549300W2LKZKSX67ZU02,First Service Bank,en,,"134 S Broadview St
Greenbrier, Arkansas (US-AR), 72058
UNITED STATES","PO Box 190
136 South Broadview
Greenbrier, Arkansas (US-AR), 72058
UNITED STATES",UNITED STATES (US),Arkansas (US-AR),,Federal Deposit Insurance Corporation (RA000744),18519,Commercial Bank (JR6U),GENERAL,ACTIVE,"1962-05-07 00:00:00
Website
https://firstservicebank.com/"
549300U8E8RBG5YNMP39,https://lei.bloomberg.com/leis/view/549300U8E8RBG5YNMP39,DEPARTMENT OF COMMERCE,en,"Other Entity Name 1
Name
Department of Commerce FCU
Type
PREVIOUS_LEGAL_NAME","1401 Constitution Ave NW
Room B-0038A
Washington, District of Columbia (US-DC), 20230
UNITED STATES","1401 Constitution Avenue NW
Room B-0038A
Washington, District of Columbia (US-DC), 20230
UNITED STATES",UNITED STATES (US),,,National Credit Union Administration (RA000745),16410,Federal Savings Association (380O),GENERAL,ACTIVE,1964-01-01 00:00:00
549300L0RZ1NED0NV967,https://lei.bloomberg.com/leis/view/549300L0RZ1NED0NV967,Citizens Bank & Trust Company,en,,"57910 Main St
Plaquemine, Louisiana (US-LA), 70764
UNITED STATES","57910 Main St
Plaquemine, Louisiana (US-LA), 70764
UNITED STATES",UNITED STATES (US),Louisiana (US-LA),,Federal Deposit Insurance Corporation (RA000744),1376,Commercial Bank (TZDZ),GENERAL,ACTIVE,1916-07-05 00:00:00
254900IZF27X7A3Q7I15,https://lei.bloomberg.com/leis/view/254900IZF27X7A3Q7I15,Old Hickory Credit Union,en,,"1000 Industrial Road
Old Hickory, Tennessee (US-TN), 37138
UNITED STATES","1000 Industrial Road
Old Hickory, Tennessee (US-TN), 37138
UNITED STATES",UNITED STATES (US),Tennessee (US-TN),,National Association of Insurance Commissioners (RA000746),442495,Limited Liability Company (I2XB),GENERAL,"ACTIVE
Website
www.ohcu.org",
549300BQPSF250Q8KQ79,https://lei.bloomberg.com/leis/view/549300BQPSF250Q8KQ79,ON TAP CREDIT UNION,en,"Other Entity Name 1
Name
COORS CREDIT UNION
Type
PREVIOUS_LEGAL_NAME","4690 Table Mountain Dr
Golden, Colorado (US-CO), 80403
UNITED STATES","816 Washington Avenue
Golden, Colorado (US-CO), 80401
UNITED STATES",UNITED STATES (US),Colorado (US-CO),,National Credit Union Administration (RA000745),64913,"Other (8888)
Other Legal Form
CREDIT_UNION",GENERAL,ACTIVE,1950-01-01 00:00:00
549300HGZNH5YBU04369,https://lei.bloomberg.com/leis/view/549300HGZNH5YBU04369,Kitsap Bank,en,,"619 Bay Street
Port Orchard, Washington (US-WA), 98366
UNITED STATES","619 Bay Street
Port Orchard, Washington (US-WA), 98366
UNITED STATES",UNITED STATES (US),Washington (US-WA),,Federal Deposit Insurance Corporation (RA000744),6161,Commercial Bank (PM3Y),GENERAL,ACTIVE,1908-08-08 00:00:00
984500F5665613E36549,https://lei.bloomberg.com/leis/view/984500F5665613E36549,"DIRECT RATE HOME LOANS, INC","en
Legal Address
6985 UNION PARK CENTER
COTTONWOOD HEIGHTS, Utah (US-UT), 84047
UNITED STATES
Headquarters Address
6985 UNION PARK CENTER
COTTONWOOD HEIGHTS, Utah (US-UT), 84047
UNITED STATES",,,,UNITED STATES (US),Utah (US-UT),,(US-UT): Utah Division of Corporations & Commercial Code (Department of Commerce) (RA000638),13031202-0142,Profit Corporation (2I4P),GENERAL,ACTIVE,2022-09-13 00:00:00
5493008OT4ENLBQE0648,https://lei.bloomberg.com/leis/view/5493008OT4ENLBQE0648,Eureka Savings Bank,en,,"250 Marquette St
LaSalle, Illinois (US-IL), 61301
UNITED STATES","250 Marquette St
LaSalle, Illinois (US-IL), 61301
UNITED STATES",UNITED STATES (US),Illinois (US-IL),,Federal Deposit Insurance Corporation (RA000744),28401,Savings Bank (COKS),GENERAL,ACTIVE,1885-01-01 00:00:00
5493004GIR4SU5O11868,https://lei.bloomberg.com/leis/view/5493004GIR4SU5O11868,Elevate Federal Credit Union,en,,"1023 Medical Dr
Brigham City, Utah (US-UT), 84302-3049
UNITED STATES","1023 Medical Drive
Brigham City, Utah (US-UT), 84302-3049
UNITED STATES",UNITED STATES (US),,,National Credit Union Administration (RA000745),9163,Federal Savings Association (380O),GENERAL,ACTIVE,1954-01-27 00:00:00
5493004Z2SGQGCU5RB44,https://lei.bloomberg.com/leis/view/5493004Z2SGQGCU5RB44,Heritage Community Bank,en,"Other Entity Name 1
Name
United Bank of Chamois
Type
PREVIOUS_LEGAL_NAME","100 E Locust St
Union, Missouri (US-MO), 63084
UNITED STATES","100 E Locust St
Union, Missouri (US-MO), 63084
UNITED STATES",UNITED STATES (US),Missouri (US-MO),,Federal Deposit Insurance Corporation (RA000744),15282,Commercial Bank (J1JO),GENERAL,ACTIVE,"1935-08-19 00:00:00
Website
http://www.hcbanks.com/
Legal Entity Events
Legal Entity Event 1
Event Type
CHANGE_LEGAL_ADDRESS
Effective Date
2022-10-02 00:00:00
Recorded Date
2024-02-16 21:34:34
Validation Documents
SUPPORTING_DOCUMENTS
Event Status
COMPLETED
Legal Entity Event 2
Event Type
CHANGE_HQ_ADDRESS
Effective Date
2022-10-01 00:00:00
Recorded Date
2024-02-16 21:34:34
Validation Documents
SUPPORTING_DOCUMENTS
Event Status
COMPLETED"
5493008ZTV4S0W9DCX64,https://lei.bloomberg.com/leis/view/5493008ZTV4S0W9DCX64,"GENWAY HOME MORTGAGE, INC.","en
Legal Address
251 LITTLE FALLS DRIVE
WILMINGTON, Delaware (US-DE), 19808
UNITED STATES
Headquarters Address
3211 Internet Boulevard, Suite 300
Frisco, Texas (US-TX), 75034
UNITED STATES","Other Entity Name 1
Name
INTERNATIONAL CITY MORTGAGE, INC.
Type
PREVIOUS_LEGAL_NAME",,,UNITED STATES (US),Delaware (US-DE),,"(US-DE): Division of Corporations, Department of State (RA000602)",7665528,Corporation (XTIQ),GENERAL,ACTIVE,"1987-03-09 00:00:00
Legal Entity Events
Legal Entity Event 1
Event Type
CHANGE_HQ_ADDRESS
Effective Date
2023-12-14 00:00:00
Recorded Date
2023-12-14 10:47:55
Validation Documents
SUPPORTING_DOCUMENTS
Event Status
COMPLETED
Legal Entity Event 2
Event Type
CHANGE_HQ_ADDRESS
Effective Date
2023-09-08 00:00:00
Recorded Date
2023-11-16 15:36:46
Validation Documents
SUPPORTING_DOCUMENTS
Event Status
COMPLETED
Legal Entity Event 3
Event Type
CHANGE_LEGAL_NAME
Effective Date
2023-10-05 00:00:00
Recorded Date
2023-11-16 15:36:46
Validation Documents
SUPPORTING_DOCUMENTS
Event Status
COMPLETED
Legal Entity Event 4
Event Type
CHANGE_LEGAL_ADDRESS
Effective Date
2023-09-08 00:00:00
Recorded Date
2023-11-16 15:36:46
Validation Documents
SUPPORTING_DOCUMENTS
Event Status
COMPLETED"
549300MRNL011DYRV285,https://lei.bloomberg.com/leis/view/549300MRNL011DYRV285,NW PRIORITY CREDIT UNION,en,,"12630 SE Division St
Portland, Oregon (US-OR), 97236-3132
UNITED STATES","12630 SE Division Street
Portland, Oregon (US-OR), 97236
UNITED STATES",UNITED STATES (US),,,National Credit Union Administration (RA000745),63315,Federal Savings Association (380O),GENERAL,ACTIVE,1928-01-01 00:00:00
549300HFXTV55C2HHM89,https://lei.bloomberg.com/leis/view/549300HFXTV55C2HHM89,DESERT FINANCIAL CREDIT UNION,en,,"148 N 48th St
Phoenix, Arizona (US-AZ), 85034
UNITED STATES","148 N 48th St
Phoenix, Arizona (US-AZ), 85034
UNITED STATES",UNITED STATES (US),,,National Credit Union Administration (RA000745),68713,Credit Union (14OD),GENERAL,ACTIVE,"1939-05-04 00:00:00
Website
www.desertfinancial.com"
549300RYTR2RVL4SFJ90,https://lei.bloomberg.com/leis/view/549300RYTR2RVL4SFJ90,"TEMPLE VIEW CAPITAL FUNDING, LP",en,,"C/O THE CORPORATION TRUST COMPANY
CORPORATION TRUST CENTER
1209 ORANGE ST
WILMINGTON, Delaware (US-DE), 19801
UNITED STATES","7550 Wisconsin Ave
10th Floor
Bethesda, Maryland (US-MD), 20814
UNITED STATES",UNITED STATES (US),Delaware (US-DE),,"(US-DE): Division of Corporations, Department of State (RA000602)",6180777,Limited Partnership (T91T),GENERAL,ACTIVE,2016-10-12 00:00:00
549300CRPIDBSEMEY066,https://lei.bloomberg.com/leis/view/549300CRPIDBSEMEY066,HEARTLAND CREDIT UNION,en,"Other Entity Name 1
Name
HUTCHINSON CREDIT UNION
Type
PREVIOUS_LEGAL_NAME","C/O DANIEL L. SPRINGER
900 E. 23RD STREET
Hutchinson, Kansas (US-KS), 67502
UNITED STATES","4000 N MONROE ST
HUTCHINSON, Kansas (US-KS), 67502
UNITED STATES",UNITED STATES (US),Kansas (US-KS),,(US-KS): Business Services Division (Kansas Secretary of State) (RA000610),319491,credit union (0WOU),GENERAL,ACTIVE,"1948-04-01 00:00:00
Website
www.hcu.coop
Legal Entity Events
Legal Entity Event 1
Event Type
CHANGE_HQ_ADDRESS
Effective Date
2024-12-20 00:00:00
Recorded Date
2024-12-20 21:05:06
Validation Documents
SUPPORTING_DOCUMENTS
Event Status
COMPLETED
Legal Entity Event 2
Event Type
CHANGE_LEGAL_ADDRESS
Effective Date
2024-01-02 00:00:00
Recorded Date
2024-01-02 20:38:09
Validation Documents
OTHER_OFFICIAL_DOCUMENTS
Event Status
COMPLETED
Legal Entity Event 3
Event Type
CHANGE_LEGAL_FORM
Effective Date
2024-01-02 00:00:00
Recorded Date
2024-01-02 20:38:09
Validation Documents
OTHER_OFFICIAL_DOCUMENTS
Event Status
COMPLETED"
5493008EOM1VM8BBK206,https://lei.bloomberg.com/leis/view/5493008EOM1VM8BBK206,MEMBERS CHOICE,"en
Legal Address
18211 Katy Fwy
Houston, Texas (US-TX), 77094
UNITED STATES
Headquarters Address
18211 Katy Fwy
Houston, Texas (US-TX), 77094
UNITED STATES","Other Entity Name 1
Name
MEMBERS CHOICE CREDIT UNION
Type
TRADING_OR_OPERATING_NAME",,,UNITED STATES (US),Texas (US-TX),,National Credit Union Administration (RA000745),67508,credit union (828X),GENERAL,ACTIVE,1941-02-10 00:00:00
254900YVV9JOGMYFZO90,https://lei.bloomberg.com/leis/view/254900YVV9JOGMYFZO90,"HABITFACTORY USA, INC.",en,,"C/O LEGALINC CORPORATE SERVICES INC.
131 CONTINENTAL DRIVE
SUITE 305
NEWARK, Delaware (US-DE), 19713
UNITED STATES","3435 WILSHIRE BLVD
STE 1940
LOS ANGELES, California (US-CA), 90010
UNITED STATES",UNITED STATES (US),Delaware (US-DE),,"(US-DE): Division of Corporations, Department of State (RA000602)",6562814,Corporation (XTIQ),GENERAL,ACTIVE,"2022-01-24 00:00:00
Website
www.loaning.ai"
549300YLA2LNEYNOLN85,https://lei.bloomberg.com/leis/view/549300YLA2LNEYNOLN85,WATSON MORTGAGE CORP.,en,"Other Entity Name 1
Name
Watson Mortgage Corp
Type
PREVIOUS_LEGAL_NAME","C/O WATSON III, WILLIAM A
4685 Sunbeam Rd.
Suite 1
JACKSONVILLE, Florida (US-FL), 32257
UNITED STATES","4685 Sunbeam Rd
Suite 1
Jacksonville, Florida (US-FL), 32257
UNITED STATES",UNITED STATES (US),Florida (US-FL),,(US-FL): Florida Division of Corporations (RA000603),P94000056713,Profit Corporation (TRI2),GENERAL,ACTIVE,1994-08-01 00:00:00
254900O86JRT86YLQO47,https://lei.bloomberg.com/leis/view/254900O86JRT86YLQO47,Seasons Federal Credit Union,en,,"524 South Main Street
Middletown, Connecticut (US-CT), 06457
UNITED STATES","524 South Main Street
Middletown, Connecticut (US-CT), 06457
UNITED STATES",UNITED STATES (US),,,National Credit Union Administration (RA000745),854,Credit Union (14OD),GENERAL,ACTIVE,"1935-01-01 00:00:00
Website
seasonsfcu.org"
54930083VRKEK3SXZJ31,https://lei.bloomberg.com/leis/view/54930083VRKEK3SXZJ31,Skowhegan Savings Bank,en,,"13 Elm St
Skowhegan, Maine (US-ME), 04976
UNITED STATES","13 Elm Street
Skowhegan, Maine (US-ME), 04976
UNITED STATES",UNITED STATES (US),Maine (US-ME),,Federal Deposit Insurance Corporation (RA000744),19532,Savings Bank (AT9F),GENERAL,ACTIVE,1869-10-01 23:59:40
549300III1DMY3SLAW56,https://lei.bloomberg.com/leis/view/549300III1DMY3SLAW56,Countybank,en,,"419 Main Street
Greenwood, South Carolina (US-SC), 29646
UNITED STATES","425 Main Street
Greenwood, South Carolina (US-SC), 29646
UNITED STATES",UNITED STATES (US),South Carolina (US-SC),,Federal Deposit Insurance Corporation (RA000744),9155,Commercial Bank (D2EI),GENERAL,ACTIVE,1933-06-05 00:00:00
5493006F1L6NRWMNY260,https://lei.bloomberg.com/leis/view/5493006F1L6NRWMNY260,Hanover Community Bank,en,,"2131 Jericho Turnpike
Garden City Park, New York (US-NY), 11040
UNITED STATES","80 East Jericho Turnpike
Mineola, New York (US-NY), 11501
UNITED STATES",UNITED STATES (US),New York (US-NY),,Federal Deposit Insurance Corporation (RA000744),58675,Commercial Bank (4VH5),GENERAL,ACTIVE,"2009-01-21 12:00:00
Website
https://banks.data.fdic.gov/bankfind-suite/bankfind/details/58675"
549300RMPGD5KKS1RR35,https://lei.bloomberg.com/leis/view/549300RMPGD5KKS1RR35,First Federal Savings Bank,en,,"648 N Jefferson St
Huntington, Indiana (US-IN), 46750
UNITED STATES","648 North Jefferson Street
Huntington, Indiana (US-IN), 46750
UNITED STATES",UNITED STATES (US),Indiana (US-IN),,Federal Deposit Insurance Corporation (RA000744),29690,"Other (8888)
Other Legal Form
State Chartered Bank",GENERAL,ACTIVE,1931-12-31 05:00:00
549300HC0CLTNVGA0H76,https://lei.bloomberg.com/leis/view/549300HC0CLTNVGA0H76,River Region Community Federal Credit Union,en,,"3124 W Edgewood Dr
Jefferson City, Missouri (US-MO), 65109
UNITED STATES","3124 W Edgewood Dr
Jefferson City, Missouri (US-MO), 65109
UNITED STATES",UNITED STATES (US),,,National Credit Union Administration (RA000745),24955,Credit Union (14OD),GENERAL,ACTIVE,1954-01-01 00:00:00
5493000FE7FNF0BV8N77,https://lei.bloomberg.com/leis/view/5493000FE7FNF0BV8N77,The North Side Bank & Trust Company,en,,"4125 Hamilton Avenue
Cincinnati, Ohio (US-OH), 45223
UNITED STATES","4125 Hamilton Avenue
Cincinnati, Ohio (US-OH), 45223
UNITED STATES",UNITED STATES (US),Ohio (US-OH),,No registration authority for this entity (RA999999),,"Other (8888)
Other Legal Form
TRUST",GENERAL,ACTIVE,
549300DK8GVTLGSA4H75,https://lei.bloomberg.com/leis/view/549300DK8GVTLGSA4H75,The First National Bank of Oneida,en,"Other Entity Name 1
Name
First National Bank of Oneida
Type
PREVIOUS_LEGAL_NAME","18418 Alberta Street
Oneida, Tennessee (US-TN), 37841
UNITED STATES","18418 Alberta Street
Oneida, Tennessee (US-TN), 37841
UNITED STATES",UNITED STATES (US),Tennessee (US-TN),,Federal Deposit Insurance Corporation (RA000744),4958,"Other (8888)
Other Legal Form
BANK",GENERAL,ACTIVE,
549300ZW96EO7YCGVV43,https://lei.bloomberg.com/leis/view/549300ZW96EO7YCGVV43,Crews Bank & Trust,en,"Other Entity Name 1
Name
Wauchula State Bank
Type
PREVIOUS_LEGAL_NAME","106 East Main Street
Wauchula, Florida (US-FL), 33873
UNITED STATES","106 East Main Street
Wauchula, Florida (US-FL), 33873
UNITED STATES",UNITED STATES (US),Florida (US-FL),,Federal Deposit Insurance Corporation (RA000744),8021,Commercial Bank (3LXM),GENERAL,ACTIVE,"1929-04-01 00:00:00
Legal Entity Events
Legal Entity Event 1
Event Type
CHANGE_LEGAL_NAME
Effective Date
2023-09-25 00:00:00
Recorded Date
2023-10-27 13:45:22
Validation Documents
REGULATORY_FILING
Event Status
COMPLETED"
549300FAG4VH7YJ66576,https://lei.bloomberg.com/leis/view/549300FAG4VH7YJ66576,Anstaff Bank,en,"Other Entity Name 1
Name
Anstaff Bank, National Association
Type
PREVIOUS_LEGAL_NAME","100 First National Avenue
Green Forest, Arkansas (US-AR), 72638
UNITED STATES","PO Box 1900
100 First National Avenue
Green Forest, Arkansas (US-AR), 72638
UNITED STATES",UNITED STATES (US),Arkansas (US-AR),,Federal Deposit Insurance Corporation (RA000744),3869,Commercial Bank (JR6U),GENERAL,ACTIVE,"1931-05-04 00:00:00
Website
www.anstaffbank.com"
549300UM6HPORF7X4415,https://lei.bloomberg.com/leis/view/549300UM6HPORF7X4415,IAA Credit Union,en,,"808 Iaa Dr
Bloomington, Illinois (US-IL), 61701-2214
UNITED STATES","808 IAA Drive
Bloomington, Illinois (US-IL), 61701
UNITED STATES",UNITED STATES (US),Illinois (US-IL),,National Credit Union Administration (RA000745),68423,"Other (8888)
Other Legal Form
CREDIT_UNION",GENERAL,ACTIVE,
5493003KBJMVUE7RQO90,https://lei.bloomberg.com/leis/view/5493003KBJMVUE7RQO90,1ST ADVANTAGE FEDERAL CREDIT UNION,en,,"110 Cybernetics Way
Yorktown, Virginia (US-VA), 23693
UNITED STATES","110 Cybernetics Way
Yorktown, Virginia (US-VA), 23693
UNITED STATES",UNITED STATES (US),Virginia (US-VA),,National Credit Union Administration (RA000745),7448,"Other (8888)
Other Legal Form
CREDIT_UNION",GENERAL,ACTIVE,
549300ZMSSTP768USP32,https://lei.bloomberg.com/leis/view/549300ZMSSTP768USP32,Merchants & Marine Bank,en,,"3118 Pascagoula St
Pascagoula, Mississippi (US-MS), 39567
UNITED STATES","PO Drawer 729
Pascagoula, Mississippi (US-MS), 39567
UNITED STATES",UNITED STATES (US),Mississippi (US-MS),,Federal Deposit Insurance Corporation (RA000744),12203,"Other (8888)
Other Legal Form
Federal Deposit Insurance Corporation",GENERAL,ACTIVE,"1932-11-01 00:00:00
Website
www.mandmbank.com"
5493002HHKWZSFP7AI61,https://lei.bloomberg.com/leis/view/5493002HHKWZSFP7AI61,Community Bank,en,,"19 Natchez Trace Drive
Lexington, Tennessee (US-TN), 38351
UNITED STATES","19 Natchez Trace Drive
Lexington, Tennessee (US-TN), 38351
UNITED STATES",UNITED STATES (US),Tennessee (US-TN),,Federal Deposit Insurance Corporation (RA000744),31272,"Other (8888)
Other Legal Form
CORPORATION",GENERAL,ACTIVE,2017-11-27 00:00:00
549300Z2FPZZD55OG155,https://lei.bloomberg.com/leis/view/549300Z2FPZZD55OG155,UNION SQUARE CREDIT UNION,en,"Other Entity Name 1
Name
UNION SQUARE
Type
PREVIOUS_LEGAL_NAME","1401 Holliday St
Wichita Falls, Texas (US-TX), 76301-7108
UNITED STATES","1401 Holliday Street
Wichita Falls, Texas (US-TX), 76301
UNITED STATES",UNITED STATES (US),Texas (US-TX),,National Credit Union Administration (RA000745),68664,"Other (8888)
Other Legal Form
ASSOCIATION",GENERAL,ACTIVE,1971-04-01 00:00:00
5493009TOEDMWVNG1442,https://lei.bloomberg.com/leis/view/5493009TOEDMWVNG1442,EAGLE ONE FEDERAL CREDIT UNION,en,"Other Entity Name 1
Name
EAGLE ONE
Type
PREVIOUS_LEGAL_NAME","3301 Philadelphia Pike
Claymont, Delaware (US-DE), 19703
UNITED STATES","3301 Philadelphia Pike
Claymont, Delaware (US-DE), 19703
UNITED STATES",UNITED STATES (US),Delaware (US-DE),,National Credit Union Administration (RA000745),464,"Other (8888)
Other Legal Form
COMPANY",GENERAL,ACTIVE,1935-01-01 00:00:00
254900605M87QWWATV97,https://lei.bloomberg.com/leis/view/254900605M87QWWATV97,PEOPLES BANK & TRUST CO.,en,,"C/O Angel, Carla A
430 East Wood Street
PO Box G
Troy, Missouri (US-MO), 63379
UNITED STATES","430 E Wood St
PO Box G
Troy, Missouri (US-MO), 63379
UNITED STATES",UNITED STATES (US),Missouri (US-MO),,"(US-MO): Corporations Unit, Business Services (Office of the Secretary of State) (RA000618)",U00000321,For-Profit Corporation (KC7Z),GENERAL,ACTIVE,"1924-03-10 00:00:00
Website
www.pbtc.net"
254900TZ5NHC3GYO2U31,https://lei.bloomberg.com/leis/view/254900TZ5NHC3GYO2U31,Henderson Federal Savings Bank,en,,"130 North Marshall Street
Henderson, Texas (US-TX), 75652
UNITED STATES","130 North Marshall Street
Henderson, Texas (US-TX), 75652
UNITED STATES",UNITED STATES (US),Texas (US-TX),,Federal Deposit Insurance Corporation (RA000744),29241,Savings Bank (TCLA),GENERAL,ACTIVE,"1934-11-01 00:00:00
Website
hendersonfederal.com"
254900R028OZZTTP5D53,https://lei.bloomberg.com/leis/view/254900R028OZZTTP5D53,Community Bank,en,,"C/O Carl Koupal
5431 SW 29th Street
Topeka, Kansas (US-KS), 66614
UNITED STATES","5431 SW 29th Street
Topeka, Kansas (US-KS), 66614
UNITED STATES",UNITED STATES (US),Kansas (US-KS),,(US-KS): Business Services Division (Kansas Secretary of State) (RA000610),4377743,Commercial Bank (X4TB),GENERAL,ACTIVE,"2009-12-31 00:00:00
Website
www.communitybanktopeka.com"
